"ID_RESULTADO_CONSTRUTORES","ID_RESULTADOS","ID_CONSTRUTOR","PONTOS_RESULTADO_CONSTRUTOR"
3211,3211,25,0
3212,3212,37,0
3213,3213,18,0
3214,3214,17,0
3215,3215,35,0
3216,3216,33,0
3217,3217,6,0
3218,3218,3,10
3219,3219,1,6
3220,3220,22,4
3221,3221,25,3
3222,3222,6,2
3223,3223,18,1
3224,3224,17,0
3225,3225,29,0
3226,3226,35,0
3227,3227,33,0
3228,3228,37,0
3229,3229,32,0
3230,3230,27,0
3231,3231,1,10
3232,3232,22,10
3233,3233,6,3
3234,3234,27,2
3235,3235,17,1
3236,3236,32,0
3237,3237,29,0
3238,3238,18,0
3239,3239,37,0
3240,3240,35,0
3241,3241,33,0
3242,3242,3,0
3243,3243,25,0
3244,3244,1,10
3245,3245,6,6
3246,3246,22,4
3247,3247,25,5
3248,3248,33,1
3249,3249,40,0
3250,3250,39,0
3251,3251,18,0
3252,3252,17,0
3253,3253,34,0
3254,3254,32,0
3255,3255,3,0
3256,3256,29,0
3257,3257,41,0
3258,3258,27,0
3259,3259,35,0
3260,3260,42,0
3261,3261,36,0
3262,3262,1,14
3263,3263,3,6
3264,3264,6,4
3265,3265,22,2
3266,3266,18,0
3267,3267,32,0
3268,3268,27,0
3269,3269,35,0
3270,3270,34,0
3271,3271,17,0
3272,3272,33,0
3273,3273,25,0
3274,3274,41,0
3275,3275,39,0
3276,3276,29,0
3277,3277,36,0
3278,3278,40,0
3279,3279,42,0
3280,3280,1,16
3281,3281,35,4
3282,3282,18,3
3283,3283,32,3
3284,3284,27,0
3285,3285,34,0
3286,3286,40,0
3287,3287,41,0
3288,3288,22,0
3289,3289,25,0
3290,3290,17,0
3291,3291,26,0
3292,3292,3,0
3293,3293,6,0
3294,3294,39,0
3295,3295,29,0
3296,3296,36,0
3297,3297,42,0
3298,3298,1,10
3299,3299,3,6
3300,3300,6,6
3301,3301,22,3
3302,3302,35,1
3303,3303,27,0
3304,3304,17,0
3305,3305,26,0
3306,3306,18,0
3307,3307,32,0
3308,3308,41,0
3309,3309,25,0
3310,3310,34,0
3311,3311,29,0
3312,3312,39,0
3313,3313,40,0
3314,3314,42,0
3315,3315,36,0
3316,3316,22,10
3317,3317,25,6
3318,3318,3,5
3319,3319,17,5
3320,3320,18,0
3321,3321,27,0
3322,3322,35,0
3323,3323,41,0
3324,3324,29,0
3325,3325,6,0
3326,3326,26,0
3327,3327,1,0
3328,3328,32,0
3329,3329,34,0
3330,3330,39,0
3331,3331,36,0
3332,3332,40,0
3333,3333,42,0
3334,3334,3,16
3335,3335,1,4
3336,3336,17,3
3337,3337,22,2
3338,3338,26,1
3339,3339,18,0
3340,3340,27,0
3341,3341,32,0
3342,3342,25,0
3343,3343,34,0
3344,3344,6,0
3345,3345,35,0
3346,3346,29,0
3347,3347,41,0
3348,3348,36,0
3349,3349,39,0
3350,3350,40,0
3351,3351,42,0
3352,3352,3,12
3353,3353,6,9
3354,3354,1,4
3355,3355,17,1
3356,3356,41,0
3357,3357,22,0
3358,3358,18,0
3359,3359,32,0
3360,3360,27,0
3361,3361,25,0
3362,3362,36,0
3363,3363,26,0
3364,3364,35,0
3365,3365,34,0
3366,3366,29,0
3367,3367,39,0
3368,3368,40,0
3369,3369,42,0
3370,3370,3,10
3371,3371,1,9
3372,3372,6,4
3373,3373,22,2
3374,3374,17,1
3375,3375,25,0
3376,3376,18,0
3377,3377,35,0
3378,3378,32,0
3379,3379,34,0
3380,3380,26,0
3381,3381,27,0
3382,3382,29,0
3383,3383,41,0
3384,3384,39,0
3385,3385,36,0
3386,3386,40,0
3387,3387,42,0
3388,3388,3,16
3389,3389,6,4
3390,3390,1,3
3391,3391,17,3
3392,3392,22,0
3393,3393,27,0
3394,3394,35,0
3395,3395,34,0
3396,3396,25,0
3397,3397,41,0
3398,3398,32,0
3399,3399,26,0
3400,3400,18,0
3401,3401,40,0
3402,3402,29,0
3403,3403,39,0
3404,3404,36,0
3405,3405,42,0
3406,3406,1,13
3407,3407,3,10
3408,3408,6,2
3409,3409,41,1
3410,3410,17,0
3411,3411,22,0
3412,3412,27,0
3413,3413,25,0
3414,3414,18,0
3415,3415,32,0
3416,3416,40,0
3417,3417,34,0
3418,3418,35,0
3419,3419,26,0
3420,3420,36,0
3421,3421,29,0
3422,3422,39,0
3423,3423,42,0
3424,3424,1,16
3425,3425,22,7
3426,3426,3,2
3427,3427,34,1
3428,3428,32,0
3429,3429,35,0
3430,3430,36,0
3431,3431,27,0
3432,3432,18,0
3433,3433,17,0
3434,3434,25,0
3435,3435,6,0
3436,3436,26,0
3437,3437,41,0
3438,3438,40,0
3439,3439,29,0
3440,3440,39,0
3441,3441,42,0
3442,3442,3,10
3443,3443,1,9
3444,3444,6,4
3445,3445,22,3
3446,3446,17,0
3447,3447,41,0
3448,3448,18,0
3449,3449,35,0
3450,3450,27,0
3451,3451,34,0
3452,3452,32,0
3453,3453,40,0
3454,3454,36,0
3455,3455,25,0
3456,3456,26,0
3457,3457,29,0
3458,3458,39,0
3459,3459,42,0
3460,3460,3,10
3461,3461,1,6
3462,3462,6,4
3463,3463,18,3
3464,3464,22,3
3465,3465,41,0
3466,3466,17,0
3467,3467,27,0
3468,3468,34,0
3469,3469,25,0
3470,3470,32,0
3471,3471,29,0
3472,3472,26,0
3473,3473,35,0
3474,3474,39,0
3475,3475,40,0
3476,3476,36,0
3477,3477,42,0
3478,3478,3,14
3479,3479,6,9
3480,3480,1,2
3481,3481,22,1
3482,3482,41,0
3483,3483,35,0
3484,3484,17,0
3485,3485,34,0
3486,3486,36,0
3487,3487,18,0
3488,3488,25,0
3489,3489,27,0
3490,3490,29,0
3491,3491,32,0
3492,3492,26,0
3493,3493,40,0
3494,3494,39,0
3495,3495,1,16
3496,3496,3,4
3497,3497,6,3
3498,3498,34,2
3499,3499,25,1
3500,3500,22,0
3501,3501,41,0
3502,3502,27,0
3503,3503,29,0
3504,3504,36,0
3505,3505,18,0
3506,3506,32,0
3507,3507,26,0
3508,3508,17,0
3509,3509,35,0
3510,3510,40,0
3511,3511,42,0
3512,3512,1,7
3513,3513,3,4
3514,3514,22,44317
3515,3515,6,1
3516,3516,35,0
3517,3517,17,0
3518,3518,25,0
3519,3519,32,0
3520,3520,29,0
3521,3521,41,0
3522,3522,18,0
3523,3523,34,0
3524,3524,27,0
3525,3525,40,0
3526,3526,33,0
3527,3527,36,0
3528,3528,42,0
3529,3529,1,9
3530,3530,25,7
3531,3531,3,4
3532,3532,22,3
3533,3533,34,2
3534,3534,18,0
3535,3535,33,0
3536,3536,21,0
3537,3537,44,0
3538,3538,41,0
3539,3539,6,0
3540,3540,45,0
3541,3541,35,0
3542,3542,32,0
3543,3543,27,0
3544,3544,46,0
3545,3545,39,0
3546,3546,47,0
3547,3547,42,0
3548,3548,6,12
3549,3549,1,10
3550,3550,3,2
3551,3551,22,1
3552,3552,25,0
3553,3553,18,0
3554,3554,27,0
3555,3555,35,0
3556,3556,21,0
3557,3557,32,0
3558,3558,34,0
3559,3559,39,0
3560,3560,33,0
3561,3561,45,0
3562,3562,46,0
3563,3563,41,0
3564,3564,44,0
3565,3565,42,0
3566,3566,47,0
3567,3567,3,9
3568,3568,1,6
3569,3569,22,6
3570,3570,6,3
3571,3571,25,1
3572,3572,32,0
3573,3573,27,0
3574,3574,18,0
3575,3575,46,0
3576,3576,33,0
3577,3577,45,0
3578,3578,34,0
3579,3579,35,0
3580,3580,41,0
3581,3581,44,0
3582,3582,21,0
3583,3583,42,0
3584,3584,47,0
3585,3585,39,0
3586,3586,1,13
3587,3587,25,6
3588,3588,3,3
3589,3589,21,2
3590,3590,33,1
3591,3591,46,0
3592,3592,32,0
3593,3593,6,0
3594,3594,18,0
3595,3595,27,0
3596,3596,35,0
3597,3597,22,0
3598,3598,34,0
3599,3599,41,0
3600,3600,45,0
3601,3601,44,0
3602,3602,39,0
3603,3603,42,0
3604,3604,47,0
3605,3605,1,12
3606,3606,22,6
3607,3607,6,6
3608,3608,32,1
3609,3609,34,0
3610,3610,21,0
3611,3611,33,0
3612,3612,41,0
3613,3613,25,0
3614,3614,45,0
3615,3615,46,0
3616,3616,35,0
3617,3617,3,0
3618,3618,27,0
3619,3619,18,0
3620,3620,44,0
3621,3621,39,0
3622,3622,42,0
3623,3623,47,0
3624,3624,6,15
3625,3625,1,4
3626,3626,22,4
3627,3627,3,2
3628,3628,25,0
3629,3629,32,0
3630,3630,34,0
3631,3631,18,0
3632,3632,35,0
3633,3633,46,0
3634,3634,27,0
3635,3635,21,0
3636,3636,45,0
3637,3637,33,0
3638,3638,44,0
3639,3639,41,0
3640,3640,39,0
3641,3641,42,0
3642,3642,47,0
3643,3643,6,9
3644,3644,41,6
3645,3645,1,6
3646,3646,22,3
3647,3647,3,1
3648,3648,33,0
3649,3649,27,0
3650,3650,21,0
3651,3651,32,0
3652,3652,34,0
3653,3653,39,0
3654,3654,35,0
3655,3655,25,0
3656,3656,18,0
3657,3657,46,0
3658,3658,45,0
3659,3659,44,0
3660,3660,42,0
3661,3661,47,0
3662,3662,6,9
3663,3663,3,6
3664,3664,1,4
3665,3665,33,4
3666,3666,22,2
3667,3667,21,0
3668,3668,25,0
3669,3669,34,0
3670,3670,27,0
3671,3671,35,0
3672,3672,18,0
3673,3673,41,0
3674,3674,32,0
3675,3675,39,0
3676,3676,45,0
3677,3677,46,0
3678,3678,44,0
3679,3679,42,0
3680,3680,47,0
3681,3681,1,13
3682,3682,22,6
3683,3683,6,3
3684,3684,3,3
3685,3685,41,0
3686,3686,32,0
3687,3687,21,0
3688,3688,27,0
3689,3689,25,0
3690,3690,46,0
3691,3691,33,0
3692,3692,18,0
3693,3693,34,0
3694,3694,35,0
3695,3695,45,0
3696,3696,39,0
3697,3697,44,0
3698,3698,42,0
3699,3699,47,0
3700,3700,3,12
3701,3701,1,6
3702,3702,22,4
3703,3703,32,2
3704,3704,33,1
3705,3705,41,0
3706,3706,21,0
3707,3707,35,0
3708,3708,27,0
3709,3709,39,0
3710,3710,18,0
3711,3711,6,0
3712,3712,25,0
3713,3713,34,0
3714,3714,46,0
3715,3715,45,0
3716,3716,42,0
3717,3717,44,0
3718,3718,47,0
3719,3719,1,13
3720,3720,6,6
3721,3721,22,5
3722,3722,41,1
3723,3723,25,0
3724,3724,33,0
3725,3725,21,0
3726,3726,32,0
3727,3727,27,0
3728,3728,18,0
3729,3729,45,0
3730,3730,34,0
3731,3731,35,0
3732,3732,3,0
3733,3733,39,0
3734,3734,42,0
3735,3735,44,0
3736,3736,47,0
3737,3737,1,13
3738,3738,6,9
3739,3739,3,2
3740,3740,25,1
3741,3741,22,0
3742,3742,21,0
3743,3743,35,0
3744,3744,27,0
3745,3745,39,0
3746,3746,41,0
3747,3747,33,0
3748,3748,45,0
3749,3749,34,0
3750,3750,32,0
3751,3751,18,0
3752,3752,42,0
3753,3753,44,0
3754,3754,47,0
3755,3755,6,13
3756,3756,1,9
3757,3757,22,3
3758,3758,3,0
3759,3759,25,0
3760,3760,21,0
3761,3761,27,0
3762,3762,18,0
3763,3763,41,0
3764,3764,33,0
3765,3765,35,0
3766,3766,34,0
3767,3767,32,0
3768,3768,39,0
3769,3769,45,0
3770,3770,42,0
3771,3771,44,0
3772,3772,47,0
3773,3773,6,15
3774,3774,22,4
3775,3775,3,5
3776,3776,33,1
3777,3777,27,0
3778,3778,41,0
3779,3779,39,0
3780,3780,21,0
3781,3781,32,0
3782,3782,1,0
3783,3783,35,0
3784,3784,45,0
3785,3785,18,0
3786,3786,25,0
3787,3787,34,0
3788,3788,42,0
3789,3789,44,0
3790,3790,47,0
3791,3791,22,15
3792,3792,33,4
3793,3793,3,5
3794,3794,25,1
3795,3795,27,0
3796,3796,18,0
3797,3797,21,0
3798,3798,32,0
3799,3799,6,0
3800,3800,35,0
3801,3801,41,0
3802,3802,34,0
3803,3803,1,0
3804,3804,45,0
3805,3805,39,0
3806,3806,42,0
3807,3807,22,9
3808,3808,6,10
3809,3809,1,3
3810,3810,3,3
3811,3811,25,0
3812,3812,18,0
3813,3813,27,0
3814,3814,34,0
3815,3815,45,0
3816,3816,35,0
3817,3817,39,0
3818,3818,32,0
3819,3819,41,0
3820,3820,33,0
3821,3821,21,0
3822,3822,42,0
3823,3823,23,18
3824,3824,1,0
3825,3825,7,11
3826,3826,4,4
3827,3827,3,3
3828,3828,5,3
3829,3829,10,0
3830,3830,2,0
3831,3831,9,0
3832,3832,6,0
3833,3833,23,7
3834,3834,2,4
3835,3835,7,44321
3836,3836,9,44317
3837,3837,1,1
3838,3838,3,1
3839,3839,6,0
3840,3840,5,0
3841,3841,4,0
3842,3842,10,0
3843,3843,9,18
3844,3844,23,11
3845,3845,1,7
3846,3846,7,2
3847,3847,5,1
3848,3848,4,0
3849,3849,6,0
3850,3850,2,0
3851,3851,10,0
3852,3852,3,0
3853,3853,23,14
3854,3854,9,8
3855,3855,7,8
3856,3856,1,5
3857,3857,6,3
3858,3858,4,1
3859,3859,3,0
3860,3860,5,0
3861,3861,10,0
3862,3862,2,0
3863,3863,23,18
3864,3864,9,11
3865,3865,4,4
3866,3866,6,3
3867,3867,2,2
3868,3868,3,1
3869,3869,1,0
3870,3870,7,0
3871,3871,10,0
3872,3872,5,0
3873,3873,23,18
3874,3874,6,11
3875,3875,9,4
3876,3876,3,3
3877,3877,4,2
3878,3878,5,1
3879,3879,10,0
3880,3880,7,0
3881,3881,2,0
3882,3882,1,0
3883,3883,23,10
3884,3884,9,14
3885,3885,7,6
3886,3886,3,4
3887,3887,6,3
3888,3888,2,2
3889,3889,4,0
3890,3890,1,0
3891,3891,5,0
3892,3892,10,0
3893,3893,9,18
3894,3894,23,9
3895,3895,6,6
3896,3896,3,4
3897,3897,7,2
3898,3898,10,0
3899,3899,4,0
3900,3900,2,0
3901,3901,1,0
3902,3902,5,0
3903,3903,9,18
3904,3904,6,6
3905,3905,3,5
3906,3906,23,7
3907,3907,4,2
3908,3908,1,1
3909,3909,7,0
3910,3910,2,0
3911,3911,10,0
3912,3912,5,0
3913,3913,1,14
3914,3914,6,8
3915,3915,9,6
3916,3916,3,5
3917,3917,7,4
3918,3918,23,2
3919,3919,2,0
3920,3920,4,0
3921,3921,10,0
3922,3922,5,0
3923,3923,23,12
3924,3924,1,13
3925,3925,6,6
3926,3926,3,4
3927,3927,4,3
3928,3928,2,1
3929,3929,9,0
3930,3930,10,0
3931,3931,7,0
3932,3932,5,0
3933,3933,6,10
3934,3934,10,8
3935,3935,9,6
3936,3936,2,9
3937,3937,1,3
3938,3938,23,2
3939,3939,3,1
3940,3940,7,0
3941,3941,5,0
3942,3942,4,0
3943,3943,23,18
3944,3944,6,6
3945,3945,10,5
3946,3946,4,4
3947,3947,1,3
3948,3948,2,2
3949,3949,9,1
3950,3950,3,0
3951,3951,7,0
3952,3952,5,0
3953,3953,1,12
3954,3954,7,8
3955,3955,4,6
3956,3956,9,5
3957,3957,23,7
3958,3958,2,1
3959,3959,3,0
3960,3960,6,0
3961,3961,10,0
3962,3962,5,0
3963,3963,9,10
3964,3964,7,8
3965,3965,1,6
3966,3966,6,5
3967,3967,3,4
3968,3968,2,3
3969,3969,23,3
3970,3970,4,0
3971,3971,10,0
3972,3972,5,0
3973,3973,9,15
3974,3974,2,8
3975,3975,1,6
3976,3976,23,5
3977,3977,6,3
3978,3978,5,2
3979,3979,7,0
3980,3980,10,0
3981,3981,4,0
3982,3982,3,0
3983,3983,6,9
3984,3984,1,6
3985,3985,37,4
3986,3986,22,4
3987,3987,21,2
3988,3988,25,0
3989,3989,32,0
3990,3990,27,0
3991,3991,33,0
3992,3992,35,0
3993,3993,48,0
3994,3994,3,0
3995,3995,49,0
3996,3996,34,0
3997,3997,45,0
3998,3998,18,0
3999,3999,44,0
4000,4000,42,0
4001,4001,39,0
4002,4002,46,0
4003,4003,1,15
4004,4004,22,4
4005,4005,3,3
4006,4006,21,2
4007,4007,25,1
4008,4008,35,0
4009,4009,39,0
4010,4010,45,0
4011,4011,34,0
4012,4012,32,0
4013,4013,18,0
4014,4014,37,0
4015,4015,6,0
4016,4016,27,0
4017,4017,33,0
4018,4018,48,0
4019,4019,42,0
4020,4020,46,0
4021,4021,44,0
4022,4022,49,0
4023,4023,1,15
4024,4024,34,5
4025,4025,35,3
4026,4026,25,2
4027,4027,21,0
4028,4028,22,0
4029,4029,3,0
4030,4030,37,0
4031,4031,27,0
4032,4032,18,0
4033,4033,39,0
4034,4034,42,0
4035,4035,33,0
4036,4036,32,0
4037,4037,6,0
4038,4038,48,0
4039,4039,45,0
4040,4040,46,0
4041,4041,49,0
4042,4042,44,0
4043,4043,1,11
4044,4044,3,6
4045,4045,25,4
4046,4046,22,3
4047,4047,39,1
4048,4048,21,0
4049,4049,27,0
4050,4050,34,0
4051,4051,32,0
4052,4052,48,0
4053,4053,35,0
4054,4054,18,0
4055,4055,6,0
4056,4056,33,0
4057,4057,46,0
4058,4058,37,0
4059,4059,42,0
4060,4060,44,0
4061,4061,45,0
4062,4062,49,0
4063,4063,1,9
4064,4064,3,7
4065,4065,21,4
4066,4066,48,3
4067,4067,22,2
4068,4068,39,0
4069,4069,35,0
4070,4070,25,0
4071,4071,6,0
4072,4072,32,0
4073,4073,46,0
4074,4074,18,0
4075,4075,34,0
4076,4076,37,0
4077,4077,33,0
4078,4078,27,0
4079,4079,42,0
4080,4080,45,0
4081,4081,44,0
4082,4082,49,0
4083,4083,3,15
4084,4084,35,5
4085,4085,32,3
4086,4086,27,2
4087,4087,1,0
4088,4088,48,0
4089,4089,42,0
4090,4090,21,0
4091,4091,25,0
4092,4092,45,0
4093,4093,37,0
4094,4094,33,0
4095,4095,46,0
4096,4096,18,0
4097,4097,6,0
4098,4098,39,0
4099,4099,34,0
4100,4100,22,0
4101,4101,44,0
4102,4102,49,0
4103,4103,1,9
4104,4104,6,6
4105,4105,3,4
4106,4106,25,3
4107,4107,46,2
4108,4108,27,1
4109,4109,21,0
4110,4110,32,0
4111,4111,22,0
4112,4112,33,0
4113,4113,37,0
4114,4114,34,0
4115,4115,18,0
4116,4116,39,0
4117,4117,35,0
4118,4118,48,0
4119,4119,42,0
4120,4120,45,0
4121,4121,49,0
4122,4122,44,0
4123,4123,1,9
4124,4124,6,6
4125,4125,22,4
4126,4126,32,3
4127,4127,18,3
4128,4128,27,0
4129,4129,21,0
4130,4130,3,0
4131,4131,46,0
4132,4132,37,0
4133,4133,34,0
4134,4134,33,0
4135,4135,25,0
4136,4136,45,0
4137,4137,35,0
4138,4138,42,0
4139,4139,39,0
4140,4140,48,0
4141,4141,44,0
4142,4142,49,0
4143,4143,1,15
4144,4144,6,4
4145,4145,3,3
4146,4146,32,2
4147,4147,21,1
4148,4148,35,0
4149,4149,34,0
4150,4150,18,0
4151,4151,25,0
4152,4152,27,0
4153,4153,37,0
4154,4154,22,0
4155,4155,33,0
4156,4156,46,0
4157,4157,48,0
4158,4158,39,0
4159,4159,45,0
4160,4160,42,0
4161,4161,44,0
4162,4162,49,0
4163,4163,6,9
4164,4164,1,9
4165,4165,3,4
4166,4166,21,2
4167,4167,32,1
4168,4168,35,0
4169,4169,22,0
4170,4170,25,0
4171,4171,34,0
4172,4172,18,0
4173,4173,46,0
4174,4174,37,0
4175,4175,33,0
4176,4176,45,0
4177,4177,27,0
4178,4178,48,0
4179,4179,39,0
4180,4180,49,0
4181,4181,42,0
4182,4182,44,0
4183,4183,1,15
4184,4184,6,4
4185,4185,3,3
4186,4186,22,2
4187,4187,21,1
4188,4188,37,0
4189,4189,46,0
4190,4190,18,0
4191,4191,35,0
4192,4192,27,0
4193,4193,25,0
4194,4194,33,0
4195,4195,34,0
4196,4196,32,0
4197,4197,48,0
4198,4198,45,0
4199,4199,42,0
4200,4200,39,0
4201,4201,49,0
4202,4202,44,0
4203,4203,1,9
4204,4204,6,6
4205,4205,3,7
4206,4206,25,2
4207,4207,34,1
4208,4208,18,0
4209,4209,27,0
4210,4210,32,0
4211,4211,35,0
4212,4212,46,0
4213,4213,22,0
4214,4214,37,0
4215,4215,21,0
4216,4216,45,0
4217,4217,33,0
4218,4218,48,0
4219,4219,39,0
4220,4220,42,0
4221,4221,49,0
4222,4222,44,0
4223,4223,6,9
4224,4224,1,6
4225,4225,46,4
4226,4226,22,3
4227,4227,18,2
4228,4228,25,1
4229,4229,32,0
4230,4230,34,0
4231,4231,33,0
4232,4232,37,0
4233,4233,27,0
4234,4234,3,0
4235,4235,21,0
4236,4236,35,0
4237,4237,42,0
4238,4238,48,0
4239,4239,39,0
4240,4240,45,0
4241,4241,44,0
4242,4242,49,0
4243,4243,1,13
4244,4244,6,6
4245,4245,25,3
4246,4246,3,2
4247,4247,33,1
4248,4248,35,0
4249,4249,32,0
4250,4250,21,0
4251,4251,22,0
4252,4252,34,0
4253,4253,37,0
4254,4254,18,0
4255,4255,27,0
4256,4256,46,0
4257,4257,45,0
4258,4258,48,0
4259,4259,39,0
4260,4260,42,0
4261,4261,49,0
4262,4262,44,0
4263,4263,22,9
4264,4264,3,10
4265,4265,32,3
4266,4266,34,2
4267,4267,21,1
4268,4268,37,0
4269,4269,35,0
4270,4270,1,0
4271,4271,6,0
4272,4272,25,0
4273,4273,33,0
4274,4274,27,0
4275,4275,45,0
4276,4276,49,0
4277,4277,18,0
4278,4278,48,0
4279,4279,42,0
4280,4280,46,0
4281,4281,44,0
4282,4282,39,0
4283,4283,3,13
4284,4284,22,8
4285,4285,32,3
4286,4286,18,1
4287,4287,37,0
4288,4288,34,0
4289,4289,21,0
4290,4290,46,0
4291,4291,27,0
4292,4292,45,0
4293,4293,6,0
4294,4294,1,0
4295,4295,35,0
4296,4296,33,0
4297,4297,25,0
4298,4298,48,0
4299,4299,49,0
4300,4300,42,0
4301,4301,44,0
4302,4302,39,0
4303,4303,1,9
4304,4304,6,8
4305,4305,32,5
4306,4306,21,3
4307,4307,22,0
4308,4308,27,0
4309,4309,48,0
4310,4310,25,0
4311,4311,18,0
4312,4312,33,0
4313,4313,42,0
4314,4314,39,0
4315,4315,44,0
4316,4316,3,0
4317,4317,37,0
4318,4318,49,0
4319,4319,45,0
4320,4320,35,0
4321,4321,1,15
4322,4322,32,4
4323,4323,22,4
4324,4324,6,2
4325,4325,21,0
4326,4326,39,0
4327,4327,18,0
4328,4328,33,0
4329,4329,3,0
4330,4330,25,0
4331,4331,37,0
4332,4332,44,0
4333,4333,42,0
4334,4334,35,0
4335,4335,49,0
4336,4336,48,0
4337,4337,45,0
4338,4338,27,0
4339,4339,1,9
4340,4340,6,10
4341,4341,21,3
4342,4342,25,2
4343,4343,3,1
4344,4344,33,0
4345,4345,22,0
4346,4346,45,0
4347,4347,37,0
4348,4348,49,0
4349,4349,18,0
4350,4350,48,0
4351,4351,27,0
4352,4352,44,0
4353,4353,42,0
4354,4354,32,0
4355,4355,35,0
4356,4356,39,0
4357,4357,1,15
4358,4358,6,7
4359,4359,21,3
4360,4360,22,0
4361,4361,33,0
4362,4362,27,0
4363,4363,18,0
4364,4364,39,0
4365,4365,44,0
4366,4366,42,0
4367,4367,49,0
4368,4368,37,0
4369,4369,32,0
4370,4370,48,0
4371,4371,3,0
4372,4372,35,0
4373,4373,25,0
4374,4374,45,0
4375,4375,1,15
4376,4376,22,4
4377,4377,32,3
4378,4378,37,2
4379,4379,25,1
4380,4380,21,0
4381,4381,42,0
4382,4382,48,0
4383,4383,33,0
4384,4384,44,0
4385,4385,18,0
4386,4386,49,0
4387,4387,39,0
4388,4388,27,0
4389,4389,6,0
4390,4390,3,0
4391,4391,45,0
4392,4392,35,0
4393,4393,1,15
4394,4394,22,4
4395,4395,48,3
4396,4396,25,2
4397,4397,18,1
4398,4398,33,0
4399,4399,35,0
4400,4400,44,0
4401,4401,6,0
4402,4402,27,0
4403,4403,37,0
4404,4404,3,0
4405,4405,32,0
4406,4406,21,0
4407,4407,39,0
4408,4408,45,0
4409,4409,49,0
4410,4410,42,0
4411,4411,1,15
4412,4412,6,7
4413,4413,32,2
4414,4414,22,1
4415,4415,37,0
4416,4416,48,0
4417,4417,21,0
4418,4418,35,0
4419,4419,33,0
4420,4420,44,0
4421,4421,18,0
4422,4422,45,0
4423,4423,49,0
4424,4424,3,0
4425,4425,25,0
4426,4426,39,0
4427,4427,27,0
4428,4428,42,0
4429,4429,1,9
4430,4430,3,6
4431,4431,22,4
4432,4432,37,3
4433,4433,32,2
4434,4434,21,1
4435,4435,6,0
4436,4436,35,0
4437,4437,44,0
4438,4438,33,0
4439,4439,18,0
4440,4440,25,0
4441,4441,27,0
4442,4442,45,0
4443,4443,48,0
4444,4444,39,0
4445,4445,49,0
4446,4446,42,0
4447,4447,1,15
4448,4448,6,7
4449,4449,37,2
4450,4450,22,1
4451,4451,21,0
4452,4452,32,0
4453,4453,25,0
4454,4454,49,0
4455,4455,48,0
4456,4456,35,0
4457,4457,44,0
4458,4458,27,0
4459,4459,33,0
4460,4460,39,0
4461,4461,3,0
4462,4462,45,0
4463,4463,18,0
4464,4464,42,0
4465,4465,1,15
4466,4466,22,4
4467,4467,6,3
4468,4468,37,2
4469,4469,3,1
4470,4470,32,0
4471,4471,33,0
4472,4472,18,0
4473,4473,44,0
4474,4474,42,0
4475,4475,21,0
4476,4476,27,0
4477,4477,48,0
4478,4478,35,0
4479,4479,39,0
4480,4480,25,0
4481,4481,49,0
4482,4482,45,0
4483,4483,1,15
4484,4484,37,4
4485,4485,32,3
4486,4486,21,3
4487,4487,3,0
4488,4488,35,0
4489,4489,33,0
4490,4490,39,0
4491,4491,27,0
4492,4492,25,0
4493,4493,49,0
4494,4494,22,0
4495,4495,42,0
4496,4496,6,0
4497,4497,45,0
4498,4498,48,0
4499,4499,18,0
4500,4500,44,0
4501,4501,6,15
4502,4502,21,7
4503,4503,37,2
4504,4504,22,1
4505,4505,3,0
4506,4506,1,0
4507,4507,25,0
4508,4508,27,0
4509,4509,33,0
4510,4510,39,0
4511,4511,49,0
4512,4512,48,0
4513,4513,35,0
4514,4514,18,0
4515,4515,32,0
4516,4516,45,0
4517,4517,42,0
4518,4518,44,0
4519,4519,1,10
4520,4520,37,6
4521,4521,22,4
4522,4522,21,3
4523,4523,6,2
4524,4524,35,0
4525,4525,18,0
4526,4526,39,0
4527,4527,27,0
4528,4528,42,0
4529,4529,45,0
4530,4530,3,0
4531,4531,25,0
4532,4532,32,0
4533,4533,33,0
4534,4534,48,0
4535,4535,49,0
4536,4536,44,0
4537,4537,1,12
4538,4538,3,8
4539,4539,22,4
4540,4540,6,1
4541,4541,37,0
4542,4542,32,0
4543,4543,35,0
4544,4544,33,0
4545,4545,18,0
4546,4546,44,0
4547,4547,27,0
4548,4548,21,0
4549,4549,48,0
4550,4550,39,0
4551,4551,45,0
4552,4552,25,0
4553,4553,49,0
4554,4554,42,0
4555,4555,1,15
4556,4556,22,6
4557,4557,6,3
4558,4558,3,1
4559,4559,32,0
4560,4560,39,0
4561,4561,33,0
4562,4562,37,0
4563,4563,25,0
4564,4564,18,0
4565,4565,27,0
4566,4566,48,0
4567,4567,21,0
4568,4568,45,0
4569,4569,35,0
4570,4570,49,0
4571,4571,44,0
4572,4572,42,0
4573,4573,1,15
4574,4574,32,4
4575,4575,3,3
4576,4576,22,2
4577,4577,37,1
4578,4578,18,0
4579,4579,48,0
4580,4580,27,0
4581,4581,33,0
4582,4582,39,0
4583,4583,49,0
4584,4584,44,0
4585,4585,21,0
4586,4586,35,0
4587,4587,6,0
4588,4588,25,0
4589,4589,42,0
4590,4590,45,0
4591,4591,1,13
4592,4592,3,7
4593,4593,6,3
4594,4594,22,2
4595,4595,32,0
4596,4596,49,0
4597,4597,25,0
4598,4598,39,0
4599,4599,21,0
4600,4600,34,0
4601,4601,45,0
4602,4602,18,0
